reviewId,userName,userImage,content,score,thumbsUpCount,appVersion,reviewDate,replyContent,repliedAt,appVersion_1
bc04824b-483f-4c25-8b13-652df4889aa0,Ridwan Mono,https://play-lh.googleusercontent.com/a/ACg8ocI7-lW_p9SBZT2zqnfYMJ1SORLAyD8vCE3qd2JLH73CF_7Mjw=mo,Benar2 membantu. Cuma kadang2 apk-nya suka error; padahal pencarian buat memesan sudah di batalkan tapi kadang2 ada driver yang menerima pesanannya dan harus di batalkan pesenannya. Saya nggak enak sama drivernya; udah jauh2 mau jemput malahan di batalkan.,5,1418,5.9.1,2025-02-09 02:34:44,,NaT,5.9.1
224e209f-afd5-4602-8071-202257d75f47,Bagas Ilham Nur Zaman,https://play-lh.googleusercontent.com/a-/ALV-UjXOh_EGNr-Lp7y6Jpv0ti_ifHUhzWDmOKoXadeDoaZfVeTDQjlr,posisi sedang lapar sekali dan sudah pesan makanan dengan estimasi 40-50 menit ditunggu sampai 1;5 jam belum ada perkembangan bahkan diambil driver juga belum. entah bug atau bagaimana yang pasti ini aplikasi memberikan pengalaman yang sangat buruk👎🏻,1,9,5.14.2,2025-04-06 13:51:09,Mohon maaf atas ketidaknyamanannya; Kak Bagas. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk; atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali; ya. Jika ada pertanyaan lain; silakan kunjungi menu Bantuan pada aplikasi Gojek-mu; ya. ^Maura,2025-04-06 15:15:48,5.14.2
bbe61566-fb7c-48fb-8250-c816bb8ae40b,Clarita Lalita,https://play-lh.googleusercontent.com/a/ACg8ocLkl0gww6fPHXBgs4hUcRli225AQLswLFy3n7WNaRE5lzap8Q=mo,Kenapa ya pas udah di-update; rute perjalanan yang ada di maps sengaja dibuat jadi lebih jauh dan berliku-liku? Kayak sengaja dibikin jauh biar biayanya lebih mahal. Padahal sebelum di-update biasa aja rutenya. Titik dan alamat yang biasa saya gunakan juga hilang huhu :(,5,283,5.14.2,2025-04-02 05:47:58,,NaT,5.14.2
e475dc85-1e30-4f38-ab58-2f48fd191d34,Desy Adela,https://play-lh.googleusercontent.com/a-/ALV-UjVFF44XqPNzZeJFdceBQejdS3t88RtZavi99YyO5SJCY9QGv7sq,Pesan gosend sampai 2 jam Pertama; pesan sudah dapat driver tapi gak gerak-gerak; dihubungi juga susah Kedua; sampai mencoba ganti driver lagi; ternyata sama gak gerak dan susah dihubungi Ketiga; sampai dibatalkan beberapa kali gara-gara gak gerak dan susah dihubungi drivernya padahal jaraknya ada yang hanya 1 menit dari posisi si driver ke lokasi Ke empat; giliran udah dapat; tetap aja lama sampai ke lokasinya padahal di aplikasi hanya kurang dari 10 menit Total 2 jam bisa sampai selesai,1,122,5.10.1,2025-02-22 09:51:52,Hai Kak Desy; mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru; ya. Jika masih berkendala; silakan laporkan melalui halaman Bantuan > ketik "Kendala tampilan dan notifikasi" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko,2025-02-22 10:17:08,5.10.1
86768a80-1011-4416-a373-1d09f21d355b,Refika Syallomitha Anggraeni,https://play-lh.googleusercontent.com/a-/ALV-UjXLmRkPTxY0TTCw5l-FoswkDO5hNh0BFhn8ho_PtGzYOboSyG02Mg,Kecewa berkali2 sama gojek; pesen makan ga dapet dapet driver padahal tempat saya dan makanannya strategis dan tetap berkali kali ngga dapet driver padahal sudah coba pakai mode reguler dan mode cepat tapi tetap ga ada hasil. Tolong di tingkatkan lagi lah,1,206,5.7.2,2025-01-24 06:28:04,Mohon maaf atas ketidaknyamanannya; Kak Refika. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk; atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali; ya. Jika ada pertanyaan lain; silakan kunjungi menu Bantuan pada aplikasi Gojek-mu; ya. ^Maura,2025-01-24 06:36:40,5.7.2
dd911af1-846c-42b7-937e-7ac03f3dba96,Cach Heylos,https://play-lh.googleusercontent.com/a/ACg8ocJdbmswDyquAZ1AVNP-XCLl27GVHBl9VUaKyY0MJIN6jKSrhQ=mo,sudah top up dan konfirmasi sudah masuk pas di cek saldo ga ada; padahal transaksi juga sukses dan di riwayat gopay juga ada dana masuk tapi tetep aja saldo nya ga ada; udah di cek takut nya dana nya sudah keluar tapi tetep ga ada; fix bug nya aneh,1,13,5.14.2,2025-04-02 14:41:30,Hai Kak Heylos; mohon maaf atas ketidaknyamanan yang dialami. Dapat kami sampaikan bahwa sebelumnya terdapat pemeliharaan sistem sehingga transaksi Kakak terhambat sementara. Silakan Kakak untuk melakukan pengecekan secara berkala. Terima kasih. ^Maura,2025-04-03 07:32:10,5.14.2
64cf6e3a-75d9-4127-9007-07fb1b3980d1,Luthfi Imandani,https://play-lh.googleusercontent.com/a/ACg8ocIN8iZ2rPpKrI4XSSdUXkZ-CKFX9g8hswaepVCrXaVYFralww=mo,saya mengisi saldo GO-PAY sebesar 150.000 di tanggal 2/4/25 di keterangan history sudah berhasil; tetapi saldo tidak bertambah; kemudian saya mengisi lagi saldo sebesar 11.000 di tanggal yang sama tetap saja saldo tidak bertambah; kemudian saya melaporkan masalah tersebut di fitur pusat bantuan yang ada di aplikasi tetapi tanggapan nya sangat lama sekali; tolong di perbaiki kualitas aplikasi nya,1,16,5.14.2,2025-04-02 14:50:09,Hai Kak Luthfi; mohon maaf atas ketidaknyamanan yang dialami. Dapat kami sampaikan bahwa sebelumnya terdapat pemeliharaan sistem sehingga transaksi Kakak terhambat sementara. Silakan Kakak untuk melakukan pengecekan secara berkala. Terima kasih. ^Maura,2025-04-03 07:52:08,5.14.2
9c4cbc24-8663-4707-9a97-2b63eaae4221,Mita Dewi,https://play-lh.googleusercontent.com/a-/ALV-UjX4GjZ5r1j6vh-MQmsJaO3QWYrYm0T1xXKjmSxMnjL269e9_gY,kenapa nggak ditutup aja sih gojek; berkali-kali order GO-RIDE tapi selalu dibatalkan driver; padahal udah deket; berkali-kali order online pesen makanan juga sama dibatalin terus; aku udah langganan loh; tapi kalo gini terus mending uninstall ganti apk lain aja. udah nggak pernah ada promo; bikin saya susah bukan gampang lagi. astaga 🤦‍♀️,1,8,5.14.2,2025-04-03 12:30:56,Hai Kak Mita; mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya; silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik "Driver membatalkan pesanan saya" pada kolom pencarian ya. ^Melisa,2025-04-03 23:57:51,5.14.2
05536ac2-95a2-446a-878a-09a36c36e5a5,Febry Wahyudie2,https://play-lh.googleusercontent.com/a-/ALV-UjVhr87CgTMpmRK494zduyi4GGrfwYZUN3C4QfqR1alwB1CJJG_g,tolong sistem pencarian otomatisnya kalo udah dapet driver; masih terus mencari; dapet driver pun berkali kali. kalo ga tidak ditutup aplikasinya terus mencari tolong para developer bug pencariannya benerin kasian driver sm penumpang jadi ribut,3,20,5.14.2,2025-04-01 09:11:12,Hai Kak Febry; mohon maaf atas ketidaknyamanannya. Kedepannya jika terjadi double order kamu dapat melakukan pembatalan dari aplikasi untuk salah satu ordernya ya. Jika kamu memiliki pertanyaan atau kendala lainnya; silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Melisa,2025-04-01 09:37:20,5.14.2
05024f20-d516-4b03-9e84-5c30ff73f4f2,Nurjannatunnisa Nisa,https://play-lh.googleusercontent.com/a-/ALV-UjWKoRJ9D7W8zaJ4SwF4KkSNkqtl-jeB3dOlsF5MpSg6HKZ130M,suka sih sama apk ini;promo nya gede";tapi giliran kita pake promonya driver banyak yg gak ngambil orderan kita; alasan driver nya karna ongkir nya kecil mknya pada gakmau ambil;yg bermasalah brti di apk nya dong;yg kena malah customer;pesan makanan sejam lebih baru ada yg mau ambil orderan nya;mau marah ke driver nya yaa mereka juga gak salah;lebih di tingkatkan lagi yaa,3,3,5.15.1,2025-04-08 12:28:25,Hai Kak Nisa; mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek; silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Melisa,2025-04-08 15:48:00,5.15.1
c7638eaa-2170-48f4-8485-c8f91967f17c,Sandi Putra,https://play-lh.googleusercontent.com/a-/ALV-UjWTqdvjUyNPNL1YqKHp0jgZo__Onl-bWpEKvSGgOZ4kp8P0gkjM,kecewa dengan aplikasi ini.selama saya menggunakan tidak ada diskon atau promo yang bisa di pakai.hanya sebagai pembayaran top up game saja.untuk gofood nya juga.banyak toko yang buka tetapi tidak ada driver yang aktif.sehingga merugikan pemilik toko.,1,9,5.14.2,2025-04-02 18:49:35,Hai Kak Sandi; mohon maaf atas ketidaknyamanannya. Mengenai promo mengikuti syarat dan ketentuan yang berlaku ya. Apabila kamu mengalami keluhan; silakan laporkan melalui menu Bantuan di aplikasi Gojek atau GoPay agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya. ^Miko,2025-04-03 15:52:22,5.14.2
c6e1e0e5-06e5-49a8-82b3-c5cda42d0156,prabandaru koesworo,https://play-lh.googleusercontent.com/a-/ALV-UjUmgs8bL_GTCEh2Ca5PaoV8A3QRF6SOlxn9ibbCSa4km2BbSeoD,Ini aplikasi jangan pake gopaynya; gopaynya makan banyak biaya admin; dompek digital lain (dana 0 admint); bukan promosi; tapi efisiensi; dengan pengalaman yang jauh lebih simple dan sederhana; sering ngebug gopay; makanya goto ambles Aplikasi dalam negeri harusnya bisa lebih simple; sudah sempat mau pesan tapi kena kendala tombol menunya yang gak jelas,1,166,5.11.1,2025-02-28 08:46:02,Hai Kak Prabandaru; mohon maaf atas ketidaknyamanannya. Kami informasikan setiap transaksi/penarikan saldo GoPay memiliki biaya admin; hal tersebut sudah menjadi kebijakan dari GoPay ya. Jika kamu memiliki pertanyaan atau kendala lainnya; silakan kunjungi menu Bantuan di aplikasi GoPay kamu atau email ke customerservice@gopay.co.id. ^Melisa,2025-02-28 09:56:15,5.11.1
5f23c65b-1e47-468e-856e-be34db5066b9,Linda Sapitri,https://play-lh.googleusercontent.com/a-/ALV-UjUhK__FqxmyW3sJyQawscbO8P8iqS2NWDTsBRbfnVgPKqAOXifb,tolong perbaiki sistemnya ;;; tolong jangan jauh jauh dapat drivernya ;;; apalagi waktu turun hujan dan kondisi jalanan macet ;;; saya males pesennya dan drivernya juga terkadang tidak bisa ambil orderan dalam kondisi begitu ;;; masa saya harus pakai aplikasi lain ... boleh y ;;; terima kasih 🙏,3,21,5.14.2,2025-03-29 16:45:15,Hai Kak Linda; mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek; silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko,2025-03-29 23:18:35,5.14.2
561cac2a-57d5-4e07-a6e3-b6abbacbd573,Abdullah Ahmad,https://play-lh.googleusercontent.com/a-/ALV-UjWKS8O6foJGpUhcLY_aTyByFM_hC5g8jGAhD_m1N5z1IomLcJPu,gocar lebih sering dapat AC yang tidak dingin...sy kasih bintang 3 untuk apresiasi pada unit yang AC nya dingin saja; selebihnya buat AC di unit nya yg tidak dingin; padahal pakai gocar biasa dan gocar comfort; bukan gocar hemat;;; ttp ya gitulah maka bersyukur banget jika dapat unit yang AC nya ok,3,3,5.14.2,2025-04-06 16:19:57,Hai Kak Ahmad; mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhan yang kakak alami; silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek lebih lanjut ya. ^Miko,2025-04-07 04:33:14,5.14.2
d3aa9709-48f0-4283-a2ca-4c9219034c01,Adha Haikal,https://play-lh.googleusercontent.com/a-/ALV-UjX-2IFNbANZ2sLv92OSvi2QxEYwaU4ga5s0UZdnpk7JNRNLNAw,tolong perbaiki lagi sistem goofood nya soalnya udah nunggu lama lama lebih dari 1 jam harusnya bisa dicancel tapi ini kenapa ngga bisa dicancel kasihan orang yaang sudah nungguin lama; harusnya bisa di cancel untuk dari lagi malah gabisa aneh emang,1,37,5.14.2,2025-03-17 17:37:58,Hai Kak Adha; mohon maaf atas ketidaknyamanannya. Ke depannya; jika kamu mengalami hal serupa; klik 'Butuh Bantuan' pada halaman pemesanan; lalu pilih alasan pembatalan yang sesuai; ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain; silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Maura,2025-03-18 04:00:53,5.14.2
fbfc42b8-1103-43ed-aad0-d35e5eed65f1,Vebe Wedia,https://play-lh.googleusercontent.com/a/ACg8ocJ6AGXhSP0LQa_ftg0kxb09jQuLd4CKHccPYiWURlN8dV4h5g=mo,1. Interface jelek (no two way communication dengan resto sehingga sangat susah untuk mengurus pergantian. Bbrp resto juga tidak dapat dihubungi) 2. Sangat susah untuk memberi feedback dan meminta bantuan ke CS gojek nya terutama saat terjadi kesalahan di pemesanan. CS hanya kirim pesan tidak penting seolah olah tidak benar benar diurus. 3. Paling tidak kalau memang susah u /meminta bantuan dipermudah dari kami u/ cancel dan pesan ulang. Masa waktu untuk cancel hanya 5 detik lalu tidak bisa lg,1,46,5.8.1,2025-02-23 04:40:53,Hai Kak Vebe; mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya; silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura,2025-02-23 05:03:18,5.8.1
e70ba111-5ed8-43ea-929d-0b82d9a793d3,Rizqa Ashalina,https://play-lh.googleusercontent.com/a-/ALV-UjWIjCoBZAuzS5JncDegKh_lbsPuHXeQ0SrSUGS1b2g0K3kgrOc1ZA,saya pernah pesan gocar comfort dengan harga yang jauh lebih mahal dari yang biasanya; namun saat datang malah mobilnya seperti mobil biasa. tidak ada unsur comfortnya. yang seharusnya fitur comfort lebih bagus mobilnya. tolong gojek kebijakannya dalam memilih mobil tersebut cocok di fitur comfort atau tidak.,1,19,5.15.1,2025-03-24 03:51:33,Hai Kak Rizqa; mohon maaf ya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya; silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik "Kendaraan driver yang saya tumpangi kurang nyaman" pada kolom pencarian ya. ^Melisa,2025-03-24 04:11:36,5.15.1
fb77149e-d4bf-4168-9385-746bf52be3d3,Dhea Pangestu,https://play-lh.googleusercontent.com/a/ACg8ocIVlzkU9XCg_VkShO_CVUu9j7sUfr5JYY4B4w8Gb3V4FV43fg=mo,Aplikasi sebenernya bagus. Cuma kurang suka aja sama sistem deliverynya aja. Udah disuruh tunggu 1 jam; ga ada progress; gabisa di cancel dr customer; ditungguin lebih lama lg tiba2 di cancel dari gojeknya krn ga dapet driver! Gada kompensasi apapun; buang buang waktu.,2,126,5.7.2,2025-01-28 13:25:26,Hai Kak Dhea; mohon maaf atas ketidaknyamanannya. Ke depannya; jika kamu mengalami hal serupa; klik 'Butuh Bantuan' pada halaman pemesanan; lalu pilih alasan pembatalan yang sesuai; ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain; silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Maura,2025-01-28 14:16:04,5.7.2
48a4f46c-c540-4f06-a097-5437afbdac24,Dewita Nur Wulandari,https://play-lh.googleusercontent.com/a-/ALV-UjUaHOLSIkUY2KuL2djt7rGPfrhk1AFiAGDiMfHGxVf09GHPX3Iv,pesan makan udh sejam tp gaada driver yang mau ambil; padahal metode pembayaran udah reguler loh. tindak lanjuti lah masalah driver yang suka skip orderan itu. menyebalkan sekali buang buang waktu banget. semuanya lelet dan menyebalkan. masalahnya ini gak sekali dua kali aja terjadi; sesering itu. saya pesan makan di jam 7; baru sampe ke rumah di jam 10an.,1,105,5.10.1,2025-02-22 11:55:04,Mohon maaf atas kendalanya; Kak Dewita. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk; atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali; ya. Jika ada pertanyaan lain; silakan kunjungi menu Bantuan pada aplikasi Gojek-mu; ya. ^Miko,2025-02-22 13:28:31,5.10.1
c1a0644a-0c26-4b30-85d2-80ba35634dc4,Rin's Utamie Official,https://play-lh.googleusercontent.com/a-/ALV-UjW8Ui3JUqO9I0UiOMvEbNXdaO_j5GD1YBWWakg_uF6NkoR89Jk,Hanya mau protes aja. Pliss kalian itu udah dapat dr internet; dr customer; dr mitra yg kalian potong gak kira2. Artinya aplikasi ini emang banyak penggunanya; kalo misal ada penurunan pemakaian; ya diperbaiki sistemnya dan pelayanannya. ASLI.. Iklan gojek ini nongol diaplikasi lain dgn SANGAT MENGGANGGU SEKALI! Sangat sering dan berulang-ulang dalam sekali tayang harus klik tanda silang 2-3 kali; bahkan durasinya jg lama. SANGAT MENGGANGGU SEKALI!! Tolong ngiklan yg ngotak dong!!,2,104,5.9.1,2025-02-10 16:47:29,Hai Kak @Rin's Utamie Official; mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya; silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maya,2025-02-11 01:19:07,5.9.1
